snapshot_date,snapshot_ts,scooter_id,scooter_state,city,country,latitude,longitude,last_ride_time,rides_today,total_rides,total_km,total_ride_minutes,avg_ride_duration_min,avg_ride_distance_km,is_writeoff_candidate
2026-01-02,2026-01-02 23:59:59,36,active,Tallinn,Estonia,59.425803,24.74737,2026-01-02 19:46:00,5,8,29.713,126,15.75,3.714,False
2026-01-03,2026-01-03 23:59:59,36,active,Tallinn,Estonia,59.427086,24.745429,2026-01-03 22:09:00,3,11,37.24,159,14.455,3.385,False
2026-01-04,2026-01-04 23:59:59,36,active,Tallinn,Estonia,59.430712,24.746447,2026-01-04 20:56:00,4,15,45.685,197,13.133,3.046,False
2026-01-05,2026-01-05 23:59:59,36,active,Tallinn,Estonia,59.424076,24.751789,2026-01-05 21:06:00,2,17,53.447,233,13.706,3.144,False
2026-01-06,2026-01-06 23:59:59,36,active,Tallinn,Estonia,59.424853,24.743948,2026-01-06 22:50:00,7,24,74.712,327,13.625,3.113,False
2026-01-07,2026-01-07 23:59:59,36,active,Tallinn,Estonia,59.428873,24.742391,2026-01-07 22:06:00,7,31,106.6,465,15.0,3.439,False
2026-01-08,2026-01-08 23:59:59,36,active,Tallinn,Estonia,59.431042,24.743981,2026-01-08 20:20:00,6,37,117.828,515,13.919,3.185,False
2026-01-09,2026-01-09 23:59:59,36,active,Tallinn,Estonia,59.426869,24.747723,2026-01-09 17:00:00,3,40,128.286,560,14.0,3.207,False
2026-01-10,2026-01-10 23:59:59,36,active,Tallinn,Estonia,59.426314,24.739682,2026-01-10 19:21:00,5,45,140.742,612,13.6,3.128,False
2026-01-11,2026-01-11 23:59:59,36,active,Tallinn,Estonia,59.430339,24.751435,2026-01-11 18:08:00,6,51,152.52,665,13.039,2.991,False
2026-01-12,2026-01-12 23:59:59,36,active,Tallinn,Estonia,59.429328,24.74182,2026-01-12 20:24:00,2,53,159.552,694,13.094,3.01,False
2026-01-13,2026-01-13 23:59:59,36,active,Tallinn,Estonia,59.427166,24.737897,2026-01-13 14:00:00,2,55,166.032,722,13.127,3.019,False
2026-01-14,2026-01-14 23:59:59,36,active,Tallinn,Estonia,59.432342,24.742864,2026-01-14 15:13:00,5,60,178.753,777,12.95,2.979,False
2026-01-15,2026-01-15 23:59:59,36,active,Tallinn,Estonia,59.428702,24.745227,2026-01-15 18:54:00,3,63,188.493,819,13.0,2.992,False
2026-01-16,2026-01-16 23:59:59,36,active,Tallinn,Estonia,59.429407,24.742635,2026-01-16 19:52:00,7,70,210.55,919,13.129,3.008,False
2026-01-17,2026-01-17 23:59:59,36,active,Tallinn,Estonia,59.42401,24.749447,2026-01-17 18:32:00,2,72,217.902,949,13.181,3.026,False
2026-01-18,2026-01-18 23:59:59,36,active,Tallinn,Estonia,59.421875,24.741578,2026-01-18 13:51:00,2,74,223.058,969,13.095,3.014,False
2026-01-19,2026-01-19 23:59:59,36,active,Tallinn,Estonia,59.429594,24.747581,2026-01-19 19:27:00,4,78,239.435,1040,13.333,3.07,False
2026-01-20,2026-01-20 23:59:59,36,active,Tallinn,Estonia,59.430944,24.741339,2026-01-20 22:25:00,6,84,255.64,1108,13.19,3.043,False
2026-01-21,2026-01-21 23:59:59,36,active,Tallinn,Estonia,59.428731,24.742644,2026-01-21 22:26:00,4,88,274.072,1184,13.455,3.114,False
2026-01-22,2026-01-22 23:59:59,36,active,Tallinn,Estonia,59.425481,24.743504,2026-01-22 22:45:00,4,92,283.672,1226,13.326,3.083,False
2026-01-23,2026-01-23 23:59:59,36,active,Tallinn,Estonia,59.426266,24.740515,2026-01-23 20:42:00,4,96,293.705,1274,13.271,3.059,False
2026-01-24,2026-01-24 23:59:59,36,active,Tallinn,Estonia,59.432213,24.741859,2026-01-24 14:56:00,3,99,299.039,1298,13.111,3.021,False
2026-01-25,2026-01-25 23:59:59,36,active,Tallinn,Estonia,59.430063,24.742252,2026-01-25 21:12:00,7,106,323.542,1405,13.255,3.052,False
2026-01-26,2026-01-26 23:59:59,36,active,Tallinn,Estonia,59.436573,24.738628,2026-01-26 22:09:00,5,111,341.281,1485,13.378,3.075,False
2026-01-27,2026-01-27 23:59:59,36,active,Tallinn,Estonia,59.428085,24.748822,2026-01-27 12:18:00,4,115,355.881,1548,13.461,3.095,False
2026-01-28,2026-01-28 23:59:59,36,active,Tallinn,Estonia,59.427706,24.747017,2026-01-28 19:41:00,4,119,370.317,1612,13.546,3.112,False
2026-01-29,2026-01-29 23:59:59,36,active,Tallinn,Estonia,59.423968,24.740673,2026-01-29 21:39:00,6,125,386.938,1683,13.464,3.096,False
2026-01-30,2026-01-30 23:59:59,36,active,Tallinn,Estonia,59.427019,24.742309,2026-01-30 16:34:00,2,127,392.87,1708,13.449,3.093,False
2026-01-31,2026-01-31 23:59:59,36,active,Tallinn,Estonia,59.422431,24.747894,2026-01-31 21:03:00,6,133,411.131,1787,13.436,3.091,False
2026-02-01,2026-02-01 23:59:59,36,active,Tallinn,Estonia,59.426144,24.742758,,0,133,411.131,1787,13.436,3.091,False
2026-01-01,2026-01-01 23:59:59,37,active,Tallinn,Estonia,59.438264,24.720297,2026-01-01 22:09:00,7,7,24.01,107,15.286,3.43,False
2026-01-02,2026-01-02 23:59:59,37,active,Tallinn,Estonia,59.438004,24.713566,2026-01-02 17:10:00,3,10,30.524,133,13.3,3.052,False
2026-01-03,2026-01-03 23:59:59,37,active,Tallinn,Estonia,59.432987,24.708705,2026-01-03 19:07:00,3,13,41.274,180,13.846,3.175,False
2026-01-04,2026-01-04 23:59:59,37,active,Tallinn,Estonia,59.43346,24.712679,2026-01-04 19:55:00,2,15,52.43,231,15.4,3.495,False
2026-01-05,2026-01-05 23:59:59,37,active,Tallinn,Estonia,59.435339,24.721339,2026-01-05 21:38:00,7,22,77.078,344,15.636,3.504,False
2026-01-06,2026-01-06 23:59:59,37,active,Tallinn,Estonia,59.44065,24.715534,2026-01-06 22:00:00,7,29,100.136,445,15.345,3.453,False
2026-01-07,2026-01-07 23:59:59,37,active,Tallinn,Estonia,59.435101,24.714758,2026-01-07 22:38:00,2,31,105.41,467,15.065,3.4,False
2026-01-08,2026-01-08 23:59:59,37,active,Tallinn,Estonia,59.434906,24.716891,2026-01-08 21:02:00,2,33,109.897,490,14.848,3.33,False
2026-01-09,2026-01-09 23:59:59,37,active,Tallinn,Estonia,59.432243,24.710838,2026-01-09 19:22:00,5,38,128.665,566,14.895,3.386,False
2026-01-10,2026-01-10 23:59:59,37,active,Tallinn,Estonia,59.438206,24.715466,2026-01-10 22:14:00,7,45,143.759,634,14.089,3.195,False
2026-01-11,2026-01-11 23:59:59,37,active,Tallinn,Estonia,59.440656,24.722637,2026-01-11 22:48:00,3,48,153.785,680,14.167,3.204,False
2026-01-12,2026-01-12 23:59:59,37,active,Tallinn,Estonia,59.434759,24.726051,2026-01-12 21:39:00,7,55,179.023,795,14.455,3.255,False
2026-01-13,2026-01-13 23:59:59,37,active,Tallinn,Estonia,59.439124,24.713467,2026-01-13 20:26:00,7,62,199.458,880,14.194,3.217,False
2026-01-14,2026-01-14 23:59:59,37,active,Tallinn,Estonia,59.433894,24.721224,2026-01-14 20:23:00,3,65,211.575,934,14.369,3.255,False
2026-01-15,2026-01-15 23:59:59,37,active,Tallinn,Estonia,59.435366,24.716529,2026-01-15 20:35:00,7,72,241.633,1065,14.792,3.356,False
2026-01-16,2026-01-16 23:59:59,37,active,Tallinn,Estonia,59.437523,24.721447,2026-01-16 19:05:00,6,78,265.624,1168,14.974,3.405,False
2026-01-17,2026-01-17 23:59:59,37,active,Tallinn,Estonia,59.436669,24.707616,2026-01-17 13:14:00,3,81,277.995,1222,15.086,3.432,False
2026-01-18,2026-01-18 23:59:59,37,active,Tallinn,Estonia,59.437406,24.722918,2026-01-18 20:29:00,7,88,305.817,1334,15.159,3.475,False
2026-01-19,2026-01-19 23:59:59,37,active,Tallinn,Estonia,59.437924,24.71857,2026-01-19 16:21:00,6,94,323.864,1412,15.021,3.445,False
2026-01-20,2026-01-20 23:59:59,37,active,Tallinn,Estonia,59.436944,24.71356,2026-01-20 22:36:00,5,99,343.681,1496,15.111,3.472,False
2026-01-21,2026-01-21 23:59:59,37,active,Tallinn,Estonia,59.436053,24.71699,2026-01-21 22:17:00,2,101,350.035,1528,15.129,3.466,False
2026-01-22,2026-01-22 23:59:59,37,active,Tallinn,Estonia,59.433985,24.717789,2026-01-22 20:35:00,7,108,368.524,1609,14.898,3.412,False
2026-01-23,2026-01-23 23:59:59,37,active,Tallinn,Estonia,59.440131,24.71461,2026-01-23 17:46:00,5,113,381.553,1665,14.735,3.377,False
2026-01-24,2026-01-24 23:59:59,37,active,Tallinn,Estonia,59.436715,24.714536,2026-01-24 22:26:00,7,120,404.629,1763,14.692,3.372,False
2026-01-25,2026-01-25 23:59:59,37,active,Tallinn,Estonia,59.431557,24.721479,2026-01-25 20:07:00,6,126,423.509,1842,14.619,3.361,False
2026-01-26,2026-01-26 23:59:59,37,active,Tallinn,Estonia,59.430796,24.716701,2026-01-26 17:02:00,3,129,435.968,1894,14.682,3.38,False
2026-01-27,2026-01-27 23:59:59,37,active,Tallinn,Estonia,59.434383,24.719345,2026-01-27 20:15:00,5,134,450.942,1958,14.612,3.365,False
2026-01-28,2026-01-28 23:59:59,37,active,Tallinn,Estonia,59.438157,24.714487,2026-01-28 19:44:00,6,140,474.695,2058,14.7,3.391,False
2026-01-29,2026-01-29 23:59:59,37,active,Tallinn,Estonia,59.43785,24.709097,2026-01-29 21:11:00,4,144,486.55,2108,14.639,3.379,False
2026-01-30,2026-01-30 23:59:59,37,active,Tallinn,Estonia,59.436498,24.713356,2026-01-30 21:51:00,7,151,505.278,2193,14.523,3.346,False
2026-01-31,2026-01-31 23:59:59,37,active,Tallinn,Estonia,59.435113,24.712807,2026-01-31 20:49:00,4,155,520.138,2255,14.548,3.356,False
2026-02-01,2026-02-01 23:59:59,37,active,Tallinn,Estonia,59.434379,24.713352,,0,155,520.138,2255,14.548,3.356,False
2026-01-01,2026-01-01 23:59:59,38,active,Tallinn,Estonia,59.441841,24.770581,2026-01-01 20:58:00,6,6,15.438,68,11.333,2.573,False
2026-01-02,2026-01-02 23:59:59,38,active,Tallinn,Estonia,59.443257,24.768417,2026-01-02 22:22:00,3,9,24.631,108,12.0,2.737,False
2026-01-03,2026-01-03 23:59:59,38,active,Tallinn,Estonia,59.443314,24.767696,2026-01-03 16:29:00,2,11,29.475,132,12.0,2.68,False
2026-01-04,2026-01-04 23:59:59,38,active,Tallinn,Estonia,59.44137,24.775914,2026-01-04 22:48:00,5,16,45.675,209,13.062,2.855,False
2026-01-05,2026-01-05 23:59:59,38,active,Tallinn,Estonia,59.446283,24.774707,2026-01-05 20:56:00,4,20,61.351,276,13.8,3.068,False
2026-01-06,2026-01-06 23:59:59,38,active,Tallinn,Estonia,59.440945,24.780675,2026-01-06 21:08:00,5,25,78.483,344,13.76,3.139,False
2026-01-07,2026-01-07 23:59:59,38,active,Tallinn,Estonia,59.439947,24.774966,2026-01-07 21:52:00,7,32,93.765,407,12.719,2.93,False
2026-01-08,2026-01-08 23:59:59,38,active,Tallinn,Estonia,59.435832,24.766091,2026-01-08 19:13:00,4,36,113.19,488,13.556,3.144,False
2026-01-09,2026-01-09 23:59:59,38,active,Tallinn,Estonia,59.439119,24.764387,2026-01-09 22:28:00,3,39,121.208,525,13.462,3.108,False
2026-01-10,2026-01-10 23:59:59,38,active,Tallinn,Estonia,59.438899,24.773573,2026-01-10 16:53:00,6,45,137.875,593,13.178,3.064,False
2026-01-11,2026-01-11 23:59:59,38,active,Tallinn,Estonia,59.441198,24.768971,2026-01-11 21:31:00,7,52,154.763,667,12.827,2.976,False
2026-01-12,2026-01-12 23:59:59,38,active,Tallinn,Estonia,59.437163,24.768632,2026-01-12 18:33:00,4,56,166.5,717,12.804,2.973,False
2026-01-13,2026-01-13 23:59:59,38,active,Tallinn,Estonia,59.446914,24.767599,2026-01-13 20:49:00,3,59,178.26,769,13.034,3.021,False
2026-01-14,2026-01-14 23:59:59,38,active,Tallinn,Estonia,59.448841,24.769464,2026-01-14 21:30:00,5,64,194.271,837,13.078,3.035,False
2026-01-15,2026-01-15 23:59:59,38,active,Tallinn,Estonia,59.445278,24.773123,2026-01-15 22:41:00,5,69,212.082,917,13.29,3.074,False
2026-01-16,2026-01-16 23:59:59,38,active,Tallinn,Estonia,59.439091,24.766658,2026-01-16 17:48:00,3,72,224.685,970,13.472,3.121,False
2026-01-17,2026-01-17 23:59:59,38,active,Tallinn,Estonia,59.443436,24.772118,2026-01-17 19:33:00,7,79,250.803,1082,13.696,3.175,False
2026-01-18,2026-01-18 23:59:59,38,active,Tallinn,Estonia,59.443731,24.771488,2026-01-18 17:49:00,3,82,264.122,1137,13.866,3.221,False
2026-01-19,2026-01-19 23:59:59,38,active,Tallinn,Estonia,59.442654,24.772237,2026-01-19 20:53:00,5,87,283.419,1218,14.0,3.258,False
2026-01-20,2026-01-20 23:59:59,38,active,Tallinn,Estonia,59.444654,24.77333,2026-01-20 21:58:00,6,93,308.403,1330,14.301,3.316,False
2026-01-21,2026-01-21 23:59:59,38,active,Tallinn,Estonia,59.441098,24.771531,2026-01-21 21:28:00,5,98,326.525,1409,14.378,3.332,False
2026-01-22,2026-01-22 23:59:59,38,active,Tallinn,Estonia,59.441051,24.772454,2026-01-22 21:46:00,2,100,330.945,1430,14.3,3.309,False
2026-01-23,2026-01-23 23:59:59,38,active,Tallinn,Estonia,59.444094,24.77267,2026-01-23 16:16:00,6,106,348.895,1511,14.255,3.291,False
2026-01-24,2026-01-24 23:59:59,38,active,Tallinn,Estonia,59.442704,24.770943,2026-01-24 22:45:00,6,112,366.415,1590,14.196,3.272,False
2026-01-25,2026-01-25 23:59:59,38,active,Tallinn,Estonia,59.439535,24.767362,2026-01-25 16:43:00,5,117,380.691,1654,14.137,3.254,False
2026-01-26,2026-01-26 23:59:59,38,active,Tallinn,Estonia,59.437703,24.765379,2026-01-26 15:51:00,4,121,397.034,1731,14.306,3.281,False
2026-01-27,2026-01-27 23:59:59,38,active,Tallinn,Estonia,59.442067,24.768549,2026-01-27 22:31:00,4,125,413.857,1804,14.432,3.311,False
2026-01-28,2026-01-28 23:59:59,38,active,Tallinn,Estonia,59.444806,24.768508,2026-01-28 22:28:00,4,129,424.492,1849,14.333,3.291,False
2026-01-29,2026-01-29 23:59:59,38,active,Tallinn,Estonia,59.446942,24.769138,2026-01-29 14:05:00,2,131,426.995,1860,14.198,3.26,False
2026-01-30,2026-01-30 23:59:59,38,active,Tallinn,Estonia,59.440708,24.767612,2026-01-30 20:41:00,7,138,444.627,1935,14.022,3.222,False
2026-01-31,2026-01-31 23:59:59,38,active,Tallinn,Estonia,59.440173,24.769489,2026-01-31 11:59:00,2,140,449.977,1956,13.971,3.214,False
2026-02-01,2026-02-01 23:59:59,38,active,Tallinn,Estonia,59.441818,24.773195,,0,140,449.977,1956,13.971,3.214,False
2026-01-01,2026-01-01 23:59:59,39,active,Tallinn,Estonia,59.420189,24.71224,2026-01-01 22:29:00,7,7,20.426,88,12.571,2.918,False
2026-01-02,2026-01-02 23:59:59,39,active,Tallinn,Estonia,59.416368,24.713527,2026-01-02 22:54:00,6,13,37.615,163,12.538,2.893,False
2026-01-03,2026-01-03 23:59:59,39,active,Tallinn,Estonia,59.421598,24.718836,2026-01-03 22:18:00,2,15,44.153,190,12.667,2.944,False
2026-01-04,2026-01-04 23:59:59,39,active,Tallinn,Estonia,59.421499,24.721385,2026-01-04 21:34:00,6,21,58.37,253,12.048,2.78,False
2026-01-05,2026-01-05 23:59:59,39,active,Tallinn,Estonia,59.41909,24.711682,2026-01-05 19:20:00,5,26,75.341,327,12.577,2.898,False
2026-01-06,2026-01-06 23:59:59,39,active,Tallinn,Estonia,59.412219,24.712671,2026-01-06 22:06:00,4,30,90.466,401,13.367,3.016,False
2026-01-07,2026-01-07 23:59:59,39,active,Tallinn,Estonia,59.419872,24.712296,2026-01-07 21:56:00,4,34,105.198,465,13.676,3.094,False
2026-01-08,2026-01-08 23:59:59,39,active,Tallinn,Estonia,59.417527,24.711886,2026-01-08 20:40:00,6,40,122.184,540,13.5,3.055,False
2026-01-09,2026-01-09 23:59:59,39,active,Tallinn,Estonia,59.416134,24.713732,2026-01-09 20:01:00,6,46,144.905,639,13.891,3.15,False
2026-01-10,2026-01-10 23:59:59,39,active,Tallinn,Estonia,59.417319,24.717134,2026-01-10 17:33:00,3,49,151.622,668,13.633,3.094,False
2026-01-11,2026-01-11 23:59:59,39,active,Tallinn,Estonia,59.419125,24.71483,2026-01-11 16:01:00,5,54,165.547,727,13.463,3.066,False
2026-01-12,2026-01-12 23:59:59,39,active,Tallinn,Estonia,59.417332,24.716633,2026-01-12 22:27:00,7,61,193.859,850,13.934,3.178,False
2026-01-13,2026-01-13 23:59:59,39,active,Tallinn,Estonia,59.416788,24.710163,2026-01-13 21:39:00,5,66,207.327,906,13.727,3.141,False
2026-01-14,2026-01-14 23:59:59,39,active,Tallinn,Estonia,59.424507,24.721426,2026-01-14 12:06:00,2,68,217.368,946,13.912,3.197,False
2026-01-15,2026-01-15 23:59:59,39,active,Tallinn,Estonia,59.416988,24.701211,2026-01-15 19:09:00,6,74,233.83,1014,13.703,3.16,False
2026-01-16,2026-01-16 23:59:59,39,active,Tallinn,Estonia,59.421624,24.713095,2026-01-16 22:31:00,5,79,252.704,1099,13.911,3.199,False
2026-01-17,2026-01-17 23:59:59,39,active,Tallinn,Estonia,59.42106,24.706044,2026-01-17 22:26:00,5,84,269.5,1170,13.929,3.208,False
2026-01-18,2026-01-18 23:59:59,39,active,Tallinn,Estonia,59.415005,24.711053,2026-01-18 21:13:00,6,90,285.751,1250,13.889,3.175,False
2026-01-19,2026-01-19 23:59:59,39,active,Tallinn,Estonia,59.413868,24.713241,2026-01-19 18:37:00,6,96,309.31,1354,14.104,3.222,False
2026-01-20,2026-01-20 23:59:59,39,active,Tallinn,Estonia,59.417974,24.710866,2026-01-20 22:49:00,2,98,316.9,1389,14.173,3.234,False
2026-01-21,2026-01-21 23:59:59,39,active,Tallinn,Estonia,59.422017,24.715498,2026-01-21 22:26:00,4,102,326.612,1432,14.039,3.202,False
2026-01-22,2026-01-22 23:59:59,39,active,Tallinn,Estonia,59.418144,24.718058,2026-01-22 16:12:00,3,105,338.818,1486,14.152,3.227,False
2026-01-23,2026-01-23 23:59:59,39,active,Tallinn,Estonia,59.414154,24.716585,2026-01-23 17:06:00,3,108,347.596,1523,14.102,3.218,False
2026-01-24,2026-01-24 23:59:59,39,active,Tallinn,Estonia,59.414681,24.716772,2026-01-24 21:04:00,3,111,353.893,1551,13.973,3.188,False
2026-01-25,2026-01-25 23:59:59,39,active,Tallinn,Estonia,59.418834,24.713947,2026-01-25 12:14:00,3,114,361.275,1584,13.895,3.169,False
2026-01-26,2026-01-26 23:59:59,39,active,Tallinn,Estonia,59.417498,24.710454,2026-01-26 20:32:00,3,117,366.229,1604,13.709,3.13,False
2026-01-27,2026-01-27 23:59:59,39,active,Tallinn,Estonia,59.420401,24.711234,2026-01-27 20:53:00,5,122,381.346,1670,13.689,3.126,False
2026-01-28,2026-01-28 23:59:59,39,active,Tallinn,Estonia,59.416825,24.717968,2026-01-28 17:18:00,2,124,388.389,1703,13.734,3.132,False
2026-01-29,2026-01-29 23:59:59,39,active,Tallinn,Estonia,59.423588,24.708616,2026-01-29 17:24:00,3,127,396.821,1742,13.717,3.125,False
2026-01-30,2026-01-30 23:59:59,39,active,Tallinn,Estonia,59.412998,24.718359,2026-01-30 18:25:00,2,129,406.813,1784,13.829,3.154,False
2026-01-31,2026-01-31 23:59:59,39,active,Tallinn,Estonia,59.418323,24.720498,2026-01-31 20:17:00,2,131,409.386,1795,13.702,3.125,False
2026-02-01,2026-02-01 23:59:59,39,active,Tallinn,Estonia,59.414214,24.709189,,0,131,409.386,1795,13.702,3.125,False
2026-01-01,2026-01-01 23:59:59,40,active,Tallinn,Estonia,59.406804,24.708497,2026-01-01 19:52:00,7,7,18.285,83,11.857,2.612,False
2026-01-02,2026-01-02 23:59:59,40,active,Tallinn,Estonia,59.40323,24.709762,2026-01-02 22:32:00,7,14,35.721,159,11.357,2.552,False
2026-01-03,2026-01-03 23:59:59,40,active,Tallinn,Estonia,59.405727,24.713468,2026-01-03 19:51:00,2,16,39.133,173,10.812,2.446,False
2026-01-04,2026-01-04 23:59:59,40,active,Tallinn,Estonia,59.408966,24.714327,2026-01-04 12:53:00,2,18,47.374,210,11.667,2.632,False
2026-01-05,2026-01-05 23:59:59,40,active,Tallinn,Estonia,59.408461,24.714966,2026-01-05 13:17:00,2,20,53.281,234,11.7,2.664,False
2026-01-06,2026-01-06 23:59:59,40,active,Tallinn,Estonia,59.403048,24.714701,2026-01-06 13:48:00,5,25,66.723,293,11.72,2.669,False
2026-01-07,2026-01-07 23:59:59,40,active,Tallinn,Estonia,59.408116,24.713956,2026-01-07 20:07:00,5,30,87.4,382,12.733,2.913,False
2026-01-08,2026-01-08 23:59:59,40,active,Tallinn,Estonia,59.40811,24.719256,2026-01-08 17:22:00,2,32,90.993,398,12.438,2.844,False
2026-01-09,2026-01-09 23:59:59,40,active,Tallinn,Estonia,59.40969,24.722514,2026-01-09 12:22:00,2,34,94.654,414,12.176,2.784,False
2026-01-10,2026-01-10 23:59:59,40,active,Tallinn,Estonia,59.408364,24.715167,2026-01-10 13:07:00,4,38,106.866,470,12.368,2.812,False
2026-01-11,2026-01-11 23:59:59,40,active,Tallinn,Estonia,59.409803,24.714503,2026-01-11 22:14:00,5,43,128.749,564,13.116,2.994,False
2026-01-12,2026-01-12 23:59:59,40,active,Tallinn,Estonia,59.403514,24.721763,2026-01-12 19:25:00,5,48,148.876,656,13.667,3.102,False
2026-01-13,2026-01-13 23:59:59,40,active,Tallinn,Estonia,59.409571,24.712552,2026-01-13 18:15:00,4,52,164.455,722,13.885,3.163,False
2026-01-14,2026-01-14 23:59:59,40,active,Tallinn,Estonia,59.407773,24.716818,2026-01-14 22:21:00,4,56,177.044,781,13.946,3.162,False
2026-01-15,2026-01-15 23:59:59,40,active,Tallinn,Estonia,59.412812,24.723099,2026-01-15 21:05:00,5,61,187.233,829,13.59,3.069,False
2026-01-16,2026-01-16 23:59:59,40,active,Tallinn,Estonia,59.400558,24.716808,2026-01-16 15:50:00,2,63,192.989,854,13.556,3.063,False
2026-01-17,2026-01-17 23:59:59,40,active,Tallinn,Estonia,59.404272,24.71745,2026-01-17 17:42:00,6,69,215.496,952,13.797,3.123,False
2026-01-18,2026-01-18 23:59:59,40,active,Tallinn,Estonia,59.406237,24.709096,2026-01-18 21:29:00,3,72,224.334,991,13.764,3.116,False
2026-01-19,2026-01-19 23:59:59,40,active,Tallinn,Estonia,59.407698,24.711897,2026-01-19 22:09:00,7,79,246.402,1084,13.722,3.119,False
2026-01-20,2026-01-20 23:59:59,40,active,Tallinn,Estonia,59.400608,24.720491,2026-01-20 20:43:00,2,81,253.567,1113,13.741,3.13,False
2026-01-21,2026-01-21 23:59:59,40,active,Tallinn,Estonia,59.407721,24.708744,2026-01-21 22:19:00,3,84,260.017,1141,13.583,3.095,False
2026-01-22,2026-01-22 23:59:59,40,active,Tallinn,Estonia,59.408376,24.714513,2026-01-22 22:32:00,4,88,273.388,1196,13.591,3.107,False
2026-01-23,2026-01-23 23:59:59,40,active,Tallinn,Estonia,59.407369,24.715078,2026-01-23 22:42:00,2,90,281.548,1231,13.678,3.128,False
2026-01-24,2026-01-24 23:59:59,40,active,Tallinn,Estonia,59.405119,24.711903,2026-01-24 22:46:00,6,96,300.782,1316,13.708,3.133,False
2026-01-25,2026-01-25 23:59:59,40,active,Tallinn,Estonia,59.404174,24.71652,2026-01-25 21:30:00,7,103,322.572,1414,13.728,3.132,False
2026-01-26,2026-01-26 23:59:59,40,active,Tallinn,Estonia,59.40756,24.715608,2026-01-26 20:04:00,4,107,331.665,1453,13.579,3.1,False
2026-01-27,2026-01-27 23:59:59,40,active,Tallinn,Estonia,59.408396,24.714067,2026-01-27 20:29:00,5,112,341.871,1497,13.366,3.052,False
2026-01-28,2026-01-28 23:59:59,40,active,Tallinn,Estonia,59.409345,24.713609,2026-01-28 22:05:00,3,115,351.624,1540,13.391,3.058,False
2026-01-29,2026-01-29 23:59:59,40,active,Tallinn,Estonia,59.404916,24.717501,2026-01-29 15:28:00,4,119,364.368,1595,13.403,3.062,False
2026-01-30,2026-01-30 23:59:59,40,active,Tallinn,Estonia,59.408866,24.71649,2026-01-30 22:21:00,7,126,391.998,1713,13.595,3.111,False
2026-01-31,2026-01-31 23:59:59,40,active,Tallinn,Estonia,59.412483,24.717407,2026-01-31 21:26:00,5,131,412.247,1799,13.733,3.147,False
2026-02-01,2026-02-01 23:59:59,40,active,Tallinn,Estonia,59.410939,24.722944,,0,131,412.247,1799,13.733,3.147,False
2026-01-01,2026-01-01 23:59:59,41,active,Tallinn,Estonia,59.460559,24.790493,2026-01-01 20:52:00,7,7,28.152,117,16.714,4.022,False
2026-01-02,2026-01-02 23:59:59,41,active,Tallinn,Estonia,59.461912,24.786781,2026-01-02 22:54:00,7,14,46.727,197,14.071,3.338,False
2026-01-03,2026-01-03 23:59:59,41,active,Tallinn,Estonia,59.457405,24.787452,2026-01-03 14:43:00,4,18,57.391,241,13.389,3.188,False
2026-01-04,2026-01-04 23:59:59,41,active,Tallinn,Estonia,59.460946,24.783788,2026-01-04 19:16:00,6,24,76.058,318,13.25,3.169,False
2026-01-05,2026-01-05 23:59:59,41,active,Tallinn,Estonia,59.461121,24.789098,2026-01-05 22:51:00,7,31,102.616,431,13.903,3.31,False
2026-01-06,2026-01-06 23:59:59,41,active,Tallinn,Estonia,59.460865,24.794367,2026-01-06 19:00:00,3,34,109.488,462,13.588,3.22,False
2026-01-07,2026-01-07 23:59:59,41,active,Tallinn,Estonia,59.452441,24.788437,2026-01-07 13:32:00,6,40,129.299,545,13.625,3.232,False
2026-01-08,2026-01-08 23:59:59,41,active,Tallinn,Estonia,59.462894,24.782769,2026-01-08 21:07:00,4,44,137.357,580,13.182,3.122,False
2026-01-09,2026-01-09 23:59:59,41,active,Tallinn,Estonia,59.456449,24.788428,2026-01-09 17:41:00,4,48,144.145,610,12.708,3.003,False
2026-01-10,2026-01-10 23:59:59,41,active,Tallinn,Estonia,59.461044,24.792459,2026-01-10 21:14:00,4,52,157.765,665,12.788,3.034,False
2026-01-11,2026-01-11 23:59:59,41,active,Tallinn,Estonia,59.458509,24.781363,2026-01-11 22:31:00,7,59,172.871,727,12.322,2.93,False
2026-01-12,2026-01-12 23:59:59,41,active,Tallinn,Estonia,59.458447,24.783869,2026-01-12 21:49:00,5,64,189.084,799,12.484,2.954,False
2026-01-13,2026-01-13 23:59:59,41,active,Tallinn,Estonia,59.456413,24.78836,2026-01-13 20:50:00,5,69,206.877,876,12.696,2.998,False
2026-01-14,2026-01-14 23:59:59,41,active,Tallinn,Estonia,59.462639,24.785673,2026-01-14 21:55:00,7,76,230.363,977,12.855,3.031,False
2026-01-15,2026-01-15 23:59:59,41,active,Tallinn,Estonia,59.457712,24.789545,2026-01-15 20:28:00,5,81,248.271,1051,12.975,3.065,False
2026-01-16,2026-01-16 23:59:59,41,active,Tallinn,Estonia,59.455992,24.778071,2026-01-16 19:56:00,3,84,257.415,1092,13.0,3.064,False
2026-01-17,2026-01-17 23:59:59,41,active,Tallinn,Estonia,59.461533,24.782692,2026-01-17 20:20:00,2,86,262.47,1117,12.988,3.052,False
2026-01-18,2026-01-18 23:59:59,41,active,Tallinn,Estonia,59.461211,24.793933,2026-01-18 20:24:00,4,90,272.681,1162,12.911,3.03,False
